,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.412260142275471
5,logXiH,8.43068584131395
6,XiE,3.696338585311082
7,XiH,2.358628125522992
8,kappa,0.047170280756465614
9,q,0.602466415297329
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.1687635543169578
14,muZ,0.0
15,muVtilde,0.0
16,chi,3.868274775329665
17,sigmaW,0.1954172367962898
18,sigmaQ,0.7142411490065868
19,sigmaR,0.7142411490065868
20,deltaE,1.2069349823901658
21,deltaH,0.2399115672056556
22,PiH,50.81615416116691
23,PiE,9.399171229985273
24,betaE,12.882753238783266
25,betaH,0.04774119519892503
26,muW,1.1565502813489854
27,muQ,36.845890229755
28,r,36.525464001160074
29,dent,0.0036383102795511115
30,Fe,50.119719540699315
31,firstCoefsE,1.1860331838153828
32,secondCoefsE,0.004199277147197053
33,Fh,49.018135853253305
34,firstCoefsH,0.22636190115425694
35,secondCoefsH,0.004199277147197053
36,HJB_E,11.305347471625485
37,HJB_H,6.70729343022043
38,kappa_min,0.011597856219033285
