,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,0.27950658612780777
5,logXiH,0.38051160952034535
6,XiE,0.001987639114605011
7,XiH,0.0026010905376254675
8,kappa,21.62151483361857
9,q,0.12970202524291505
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.06297100916140491
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.8877737251198251
18,sigmaQ,0.0388977156279262
19,sigmaR,0.038897715627926197
20,deltaE,0.6110183983070165
21,deltaH,0.6107156934379315
22,PiH,1.6949298165402558
23,PiE,4.271491527144827
24,betaE,103.46236549165398
25,betaH,41.65225087570364
26,muW,0.07722619807256759
27,muQ,4.867597091611824
28,r,5.050549304791139
29,dent,0.010985964252015472
30,Fe,4.6659727626168825
31,firstCoefsE,0.07722619807256756
32,secondCoefsE,0.012015483848677358
33,Fh,5.056959690266485
34,firstCoefsH,0.07722619807256756
35,secondCoefsH,0.012015483848677358
36,HJB_E,0.22094446727156042
37,HJB_H,0.3188358289890511
38,kappa_min,0.06858812790333098
