,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9485.274120264694
5,logXiH,74.43218725927733
6,XiE,26.178629000026252
7,XiH,2.246782106315896
8,kappa,0.12013987725415513
9,q,31.186502275038443
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,7.7922857452151595
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.4787986537622917
17,sigmaW,0.4142630189677218
18,sigmaQ,0.7493371407383066
19,sigmaR,0.7493371407383066
20,deltaE,1.0895109554781301
21,deltaH,0.9632980323283029
22,PiH,28.206455363899316
23,PiE,2.2156627782250036
24,betaE,1.8894869277569186
25,betaH,0.228789152919528
26,muW,3.30387192737772
27,muQ,19.901762634413906
28,r,19.90890679985153
29,dent,0.041666251779524904
30,Fe,59.098124929429034
31,firstCoefsE,3.30387192737772
32,secondCoefsE,0.009099308446606386
33,Fh,41.27821583179715
34,firstCoefsH,3.1295174376617387
35,secondCoefsH,0.009099308446606386
36,HJB_E,14.364432458947869
37,HJB_H,676.6026983099094
38,kappa_min,0.012089206747265595
