,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,21.001163492826308,0.30988098844558776,14.608152252896573,0.08911492776482177
logXiH,10.84017087588446,0.2559967898259652,5.7815582447055895,0.030064143181940395
XiE,0.43332040108606307,0.016911344439673535,0.12028680726207239,0.0018093946335366803
XiH,0.03772649773289931,0.001710346830931366,0.004749494313972321,6.176558218961778e-05
kappa,0.47477698270951896,0.05735574038813007,0.017646937164626265,0.001404909833428336
q,0.06192743252732871,0.0074811835288866035,0.002301774412777525,0.00018324910870815003
chi,0.5326260018681372,0.060675448661618114,0.0,0.0
sigmaR_first_shock,0.1787920504837977,0.03010216729869937,0.0008012504991862724,2.5492647078941e-05
sigmaR_second_shock,0.0008070787519818612,0.00015081735208079017,0.00010827786231753334,5.768874157906589e-06
sigmaR_third_shock,0.16325974756394407,0.010123777382484617,0.035771317681349384,0.0015020686314748245
PiH_first_shock,16.85865886665543,0.5096185930156971,0.7914878019614496,0.02597196283740466
PiH_second_shock,0.30155037529369977,0.005347286684604907,0.23681344614060654,0.0025485730138203044
PiH_third_shock,0.31862108531184674,0.016441590649832062,0.1803137622298975,0.014283243306044082
PiE_first_shock,2.734861142692585,0.3824539100881117,0.005169214354962125,0.0006165138450708318
PiE_second_shock,0.009472556356647224,0.0018778224871132138,0.00030321949616198284,2.380986106178146e-05
PiE_third_shock,0.7111517731881569,0.05355105493512352,0.06643080551679419,0.0030431932253261445
r,38.17575310645012,4.2139466344236345,1.3880744347706595,0.06178868788457824
dent,0.00032947064570561935,5.805855613524001e-05,0.0003104051472886317,5.805855613524001e-05
HJB_E,53.15587405999887,5.045632468695356,1.8602323402484962,0.07645600074341914
HJB_H,10.33895280624427,1.4496321696754848,0.5617424403116735,0.023644915840806385
kappa_min,0.03610246456846028,0.003889497532571551,0.00788047826742492,0.00043528812917004167
