,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,53.1999030106548,0.5312050631406493,41.0356516127331,0.22421988664999404
logXiH,453.2898324523291,5.3101768309590165,330.13481554073206,3.472240231713412
XiE,6.782645948109459,0.25433973541390115,2.6329314221072955,0.032402791045098356
XiH,12.8486892876437,0.3796984218321566,6.375189493778344,0.07937761031951435
kappa,2.8255507373630397,0.48755729147241866,0.6012113948915568,0.022678242148253203
q,50.05576602889435,0.2463589000479367,42.48992999694033,0.2455958123825408
chi,6.687858218338954,0.2514575936818554,0.9778344709543111,0.07621729736877769
sigmaR_first_shock,2.5950964879583895,0.20173216028332464,1.1532339452729814,0.02111659153938077
sigmaR_second_shock,1.1740818469331271,0.045228024363445425,0.8469077496428985,0.008257485162668417
sigmaR_third_shock,1.195998982025062,0.05787577281485203,0.9085141215529436,0.020647133432090594
PiH_first_shock,57.45508898560353,2.7043924881033417,27.796700771856873,0.3845185684760662
PiH_second_shock,20.02188541342865,0.406531648188991,15.449337469284133,0.08889213439133081
PiH_third_shock,61.96181005718781,1.6495986236102635,38.91873054689904,1.1604441991395216
PiE_first_shock,15.39937690591852,1.8627599565701847,0.31238139044530394,0.007576619899878614
PiE_second_shock,4.716287124422872,0.43926413348971527,1.1961403864153497,0.023490273575000883
PiE_third_shock,4.371935150169136,0.7834621424607403,0.33772018324303815,0.013541320311228133
r,25.5808956046723,1.178850075654003,4.685695671248308,0.11491070572656484
dent,0.07648921495627291,0.016005719979175968,0.037436739646056184,0.004354062659581215
HJB_E,10.180575975232207,1.222710246677523,1.6001264349296376,0.11519480069411361
HJB_H,102.08462065802249,4.488883066272753,31.225460320010594,1.104146645544422
kappa_min,0.12194364181868192,0.0034261344890083225,0.09997601112349104,0.001540937188356739
