,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,5.399743264161286,0.1002502151661222,2.7199042325020497,0.045632623718438126
logXiH,6.798240722521248,0.08452828070299745,5.082606483764356,0.05189710629305466
XiE,2.943024237387026e-05,6.705871364034425e-07,1.333207119995906e-05,2.1909974177651148e-07
XiH,7.206155273100985e-06,1.1477762898286156e-07,5.317573028355689e-06,7.467487441537142e-08
kappa,0.583533275380287,0.05171379568927073,0.045370652959405115,0.0014128547507135658
q,0.15222607183833559,0.013490555397200898,0.011835822511149757,0.0003685708045340075
chi,0.0,0.0,0.0,0.0
sigmaR_first_shock,0.2838902155774658,0.044939128912131865,0.0007934167789668973,3.533843925142277e-05
sigmaR_second_shock,0.006511597710071811,0.000485207856527216,0.0005204506131032877,1.3209437907816747e-05
sigmaR_third_shock,0.6780177681419512,0.027399788427998607,0.15911022392687296,0.004873799162362101
PiH_first_shock,0.10535862531317355,0.0073805218994676125,0.0055973202621797105,0.0001701593875887905
PiH_second_shock,0.0021724425665704127,0.00013906342483584996,0.00029167661272284836,7.34749796558518e-06
PiH_third_shock,0.3099414496507363,0.012549837457269368,0.09515390680512124,0.0029090522450363684
PiE_first_shock,3.3747203110019113,0.4735139113626565,0.010427118976479754,0.0006074705638067501
PiE_second_shock,0.04790121923275965,0.0031682496413540776,0.0007236946849989863,1.887907623356295e-05
PiE_third_shock,1.4489689027569683,0.04788977047217666,0.2371444678473434,0.007314761153571322
r,111.70736070164972,5.1464102551263835,6.1689120832484825,0.2023557517124659
dent,0.0011263662749289912,0.0002448601043524498,0.0011263654273820387,0.0002448601043524498
HJB_E,43.41098428500829,5.413412182676716,1.7057519780401058,0.09391821515705953
HJB_H,41.29607989230587,4.531395706748426,1.330064855983706,0.07951772170042656
kappa_min,0.06737872812990603,0.009053961992033887,0.008306959157544723,0.00014375534935617829
