,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,30.51046581670448,0.4054509788495089,25.023311947369695,0.1434872781811558
logXiH,328.67906190448224,1.4618493898670515,268.6797782344799,1.2116276975312332
XiE,3.327473658951378,0.20595724001267723,1.6046393071871827,0.010088584947617607
XiH,7.998787318511301,0.22551959048641496,4.401650542529125,0.047346000620315264
kappa,2.7235516438673684,0.4560312090513141,0.013146270964969448,0.0014845509460822415
q,6.177334337595184,0.16222888983573513,4.893080395192865,0.038490386311327285
chi,1.4531628393628266,0.08465866088893725,0.2948659025577156,0.02613044789080521
sigmaR_first_shock,1.8322723656004094,0.22440978071237985,0.11781356372605907,0.0011556518942261729
sigmaR_second_shock,0.12088962233319359,0.008299840848383682,0.07747298887883514,0.0006079595222612643
sigmaR_third_shock,0.8690495401935701,0.16429871526537587,0.03908499954060077,0.005139570702450648
PiH_first_shock,25.616965746607704,2.103272092317409,4.0692150664601305,0.11077447770076798
PiH_second_shock,3.0252397071606456,0.14149883540859198,1.9178263235162982,0.01936100888348692
PiH_third_shock,2.3869356916078557,0.3619607550438959,1.41835243065157,0.020608513615215228
PiE_first_shock,15.94364298739473,1.9290702846409455,0.04859038418256487,0.003305663836501521
PiE_second_shock,0.6193711602954279,0.0743577225117191,0.0986044140201726,0.0019894546093110997
PiE_third_shock,7.544355369338329,1.4040044938371774,0.09705288401308622,0.016863451934523665
r,35.44720124334236,3.5780457785289213,1.3241570283976947,0.1396088185634749
dent,0.017361019423526025,0.0017835516785360038,0.017360933804730576,0.0017835516785360038
HJB_E,66.26462845529247,16.125481597024756,2.2540269898746463,0.1948817854132279
HJB_H,45.66748400922327,12.478370475577867,6.156283734092274,0.24538216827418313
kappa_min,0.17513419013889328,0.0033196752608224754,0.15063092636233902,0.0015925464330654587
