,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,9.650499591305566,0.26290539447432737,2.548798067520549,0.0410186502285379
logXiH,9.876305639626239,0.24749889455979712,5.752536837999806,0.04185207739954411
XiE,0.34244512934102467,0.014466784734336352,0.029730337524530144,0.0008096756657393414
XiH,0.032864668571682285,0.0014879064915746584,0.0052199813237379,4.518505526092615e-05
kappa,0.5672692469709992,0.07776123396110818,0.01919444919008546,0.0008746619142770973
q,0.07399164090926087,0.010142769647101035,0.0025036238074027475,0.00011408633664466983
chi,0.5529427365008257,0.06156446124476744,0.0,0.0
sigmaR_first_shock,0.19733821883212457,0.02648705657816028,0.0007634338379840636,2.8187549800648415e-05
sigmaR_second_shock,0.0027136072132113837,0.0003485785493811323,9.976964168676838e-05,3.4705103603677745e-06
sigmaR_third_shock,0.17110007536023122,0.010288367598409572,0.03699234308508681,0.0017348241631640136
PiH_first_shock,16.63053077397726,0.5233080599546538,0.9987130501044407,0.039985621172307306
PiH_second_shock,0.8857963943642677,0.009980346255992478,0.6415641121826353,0.00751618025303874
PiH_third_shock,0.5532615686430781,0.01889129021439928,0.3090831655394464,0.01521725780688572
PiE_first_shock,2.90242957628927,0.3438610372379085,0.00432207609610708,0.00027189500572516456
PiE_second_shock,0.035610480077388075,0.004473138928078299,0.00025289970911704406,1.292327122963612e-05
PiE_third_shock,0.7788281330003056,0.05484239931671443,0.06824566619344431,0.003142994162696861
r,41.9446584017395,4.369252612322437,1.4375043949368183,0.07119915681554279
dent,0.0008700422211120743,0.00012683463076897192,0.0008540244816742758,0.00012683463076897192
HJB_E,18.964287963784447,2.4301216543164093,0.793854032212723,0.03874363030450124
HJB_H,56.65688557269833,6.2183753364331364,2.3423001251657003,0.10106302923572395
kappa_min,0.039258437402785284,0.003835874755568985,0.008224160399308504,0.0003707410770038416
