,Two norm,Sup Norm,Sup Percentage Norm,Interior Two Norm,Interior Sup Norm,Interior Sup Percentage Norm
W,0.0,0.0,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0,0.0,0.0
logXiE,33.578559687304924,0.16322822436755757,1.3919630978347264,27.88464079490209,0.15154951368189984,1.1808812227617724
logXiH,53.24801020173639,0.24704293937189092,1.239333314480256,43.20964578573801,0.20697731228267102,1.0546155214080448
XiE,0.00019236325894448651,2.616661710702115e-06,17.730534879867477,0.00015474207067135045,1.2201721585628117e-06,16.363591628191738
XiH,1.5828739747899306e-07,1.381416156101192e-09,28.023408404548807,1.254162395291594e-07,1.199976057537306e-09,22.995466660039824
kappa,1.0723690637420271,0.11534286787817571,55.499578091855504,0.02578631377428526,0.0010107594147943932,0.35653629933914815
q,0.13987422570548186,0.015044721897153446,1.2514031363523364,0.0033634322314284653,0.0001318381845383243,0.011124096439837344
chi,0.0,0.0,0.0,0.0,0.0,0.0
sigmaR_first_shock,0.3345770827092129,0.061838953622543436,97.73570278271461,0.00023997457798036732,1.473277522869021e-05,0.03511861294444559
sigmaR_second_shock,0.02565781503362121,0.0030031159503484377,inf,0.00016667995613329958,4.569055669523585e-06,inf
sigmaR_third_shock,0.2839659539823135,0.013483139109569048,2961.1992537576652,0.028488495940815962,0.000798480738034442,32.631973709905616
PiH_first_shock,0.9542749249875465,0.1534791361411741,174.31605472796602,0.1440277285563745,0.0016655849560130997,4.057738459203552
PiH_second_shock,0.6860742236883188,0.008999970252073955,9.638266008049163,0.5662479784212683,0.003801064707205884,4.070643784259924
PiH_third_shock,0.6587017584267005,0.031498444397507805,1961.2174520811398,0.5075141429565889,0.02199393925232636,137.35241510533078
PiE_first_shock,5.938930920158892,1.0848587200561797,117.90547940126945,0.006351388842719177,0.0004970531845662485,0.3871286512996852
PiE_second_shock,0.3417122033803668,0.049809027685637434,inf,0.00036089947423273444,1.1869443296896865e-05,inf
PiE_third_shock,1.3904124979904005,0.1717373922419432,3089.7424415136916,0.056159403837290366,0.0017553128782763668,32.63202156237392
r,175.33176598228098,14.513428906963199,32105641.70757577,0.9116554503927283,0.02708401224470003,9249.644046666697
dent,0.000988682538078213,0.0002058127695640649,406.2200598665838,2.0555089077388175e-11,5.974407424916578e-12,89.65913587707969
HJB_E,85.2573632116218,5.545579146345804,inf,3.906351161809514,0.13192798083245583,inf
HJB_H,34.19634748664727,3.1398567905603394,inf,1.4243332911134927,0.028741139356506126,inf
kappa_min,0.05846561532763028,0.004593210943162723,inf,0.008052048556073419,0.0001325606579907386,inf
