,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,12.492599951071304
5,logXiH,20.721131326165153
6,XiE,3.8842177042636754
7,XiH,2.94046042576567
8,kappa,0.060263398085410355
9,q,0.01572088645706337
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.004225760441263667
14,muZ,0.0
15,muVtilde,0.0
16,chi,3.684885080445333
17,sigmaW,0.24724434326200154
18,sigmaQ,1.2034297380538461
19,sigmaR,1.2034297380538461
20,deltaE,2.3185288547204053
21,deltaH,0.46285446671927016
22,PiH,49.75114463930899
23,PiE,16.446258206530366
24,betaE,8.909548702608934
25,betaH,0.06091503642054975
26,muW,1.1978868009005275
27,muQ,46.07990780982256
28,r,45.65819709116634
29,dent,0.0011896509180262748
30,Fe,72.6047258695001
31,firstCoefsE,1.3605013867942677
32,secondCoefsE,0.0048207778260419745
33,Fh,55.69300160413757
34,firstCoefsH,0.4295796146378721
35,secondCoefsH,0.0048207778260419745
36,HJB_E,9.681931366753151
37,HJB_H,5.967259537150879
38,kappa_min,0.019021173412705913
