,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,9.873480406647317,0.2727482964784276,2.217697507819689,0.03178888156184012
logXiH,0.7557030471699615,0.013246449049563402,0.5838240012584881,0.006485418614501803
XiE,1.0062012018741806,0.03682593861387491,0.055325180212524,0.0015104980285850361
XiH,0.003954424592860178,7.472727298679302e-05,0.0030198966489307357,3.722521742048103e-05
kappa,0.7493822345870661,0.06865573636178027,0.01884524950725897,0.0013834457302686065
q,0.601531828616235,0.007106063107594318,0.4345102444585148,0.00527624131137161
chi,0.0,0.0,0.0,0.0
sigmaR_first_shock,0.481320643594162,0.05130094648956918,0.06674793286795255,0.004430479191193451
sigmaR_second_shock,0.12236545680019441,0.011007909478935766,0.0614877952368145,0.0013268457695863357
sigmaR_third_shock,0.13075323627347607,0.00722112852506437,0.051588766040265834,0.0009998069858587443
PiH_first_shock,2.6885199427629103,0.15717522379210713,0.6247502770779731,0.04039550727648103
PiH_second_shock,1.2183187053018287,0.029562618869679202,0.8045697118195684,0.01314651338809164
PiH_third_shock,0.8897143514180577,0.020382420763997655,0.5713127977233841,0.013179702243692151
PiE_first_shock,6.236177977061818,0.414423689686813,0.8858710021038145,0.031240626886585354
PiE_second_shock,1.2362696244732987,0.08505278559042961,0.24735674995146714,0.008612232210143497
PiE_third_shock,1.2757481456702489,0.05244081193123043,0.18637543541141693,0.005991450513396335
r,11.859901787589344,0.7005875006433111,0.8812476897749332,0.02501550183373602
dent,0.0018685331338569667,0.00040000355337201435,7.954261948265374e-09,2.344173887967075e-09
HJB_E,9.080947165514432,0.5414433710536046,1.9025111694335262,0.060944659538367606
HJB_H,10.166791350694947,0.693838593192282,1.8287782906898722,0.05226395712506411
kappa_min,0.055248528531130325,0.008615245938086909,0.00927186659289873,0.00044308286857723013
