,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,9.429515439488997,0.26351293883840565,1.853486882250964,0.036004803982379485
logXiH,0.5771917829720468,0.015564427189731944,0.163182511534593,0.0018914124009032918
XiE,0.029205065868513746,0.0013076075227507027,0.0020653267579419134,6.368631063840484e-05
XiH,8.151616330956341e-07,3.028056923432709e-08,3.752737283445339e-07,4.064422100741015e-09
kappa,6.649095936950505,0.3900625633821635,0.030749264019801492,0.0010448838036416497
q,0.08672733830804721,0.005087772565854243,0.0004010773567800782,1.3628919177888221e-05
chi,0.0,0.0,0.0,0.0
sigmaR_first_shock,0.032178800633303764,0.0030121050653604056,0.00025059435234641743,6.970649081131097e-06
sigmaR_second_shock,4.453359818003492e-05,1.1897036703021947e-06,1.263139671989293e-05,3.31431230646605e-07
sigmaR_third_shock,0.017224678804582172,0.001004575525721032,0.00012088600588863793,4.096275057100207e-06
PiH_first_shock,1.812034829385466,0.08551637338256635,0.25526808363741044,0.00581093240123659
PiH_second_shock,0.1558210732431819,0.003377540524214684,0.09210444741013045,0.002407610982962327
PiH_third_shock,0.13989358718988412,0.004542679926040974,0.09733030170189898,0.004542679926040974
PiE_first_shock,3.519917367502556,0.19585358843532719,0.31724525905418,0.007488734619557347
PiE_second_shock,0.0529942805241797,0.000531942825572923,0.043480889514508334,0.0004133815340098962
PiE_third_shock,0.09055765509122188,0.005974513202984249,0.0117728743398997,0.0003513602514428095
r,2.4709402431488465,0.142698618517175,0.031699601662960625,0.0010451676976392932
dent,0.00021870140084672747,4.7943285223454174e-05,9.051882227909617e-08,2.671775358118024e-08
HJB_E,0.686958441898775,0.07953768181963362,0.14559700118959823,0.00316835525782812
HJB_H,0.28474452699851566,0.02680235062307728,0.07620402990359779,0.0016655368380034967
kappa_min,0.08075032741295426,0.0020460839473235327,0.01674959212507492,0.0002384160666424757
