,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,0.21715212000869363,0.005316069437792059,0.125264213801718,0.0010057747034997178
logXiH,0.21323722223548403,0.005532760264842729,0.12853296577716908,0.0011691375118347835
XiE,0.0015715674066798708,4.310159617287347e-05,0.0008452216218556516,7.4745594692195855e-06
XiH,0.0015246818421940527,4.305495374346685e-05,0.0008684486201364799,9.459614970694016e-06
kappa,17.723394040066065,0.6121226951246583,0.04270682353345015,0.0015533321609569883
q,0.0965691143137337,0.0029061568068700083,0.045370490806340494,0.00038447658399898277
chi,0.0,0.0,0.0,0.0
sigmaR_first_shock,0.013931622924076889,0.0007418261590723049,2.819720038301193e-05,1.199951936051158e-06
sigmaR_second_shock,0.007212807259729418,0.0001815272669440822,0.003922129029380746,7.058638087202671e-05
sigmaR_third_shock,0.028870866459908426,0.0009109991764037037,0.008490871880571703,0.0002752530190306252
PiH_first_shock,1.2542684907821338,0.03228416508471955,0.004831955040890979,0.00020006221362901117
PiH_second_shock,0.233196391423646,0.006001205631882246,0.004015700123328587,6.819776543577107e-05
PiH_third_shock,0.028963481158972963,0.0008839716302836173,0.008439563094066927,0.0002722816775702079
PiE_first_shock,3.8021763578137375,0.18223513047415868,0.0065101667565464,0.0007454237184800552
PiE_second_shock,0.7077215477210879,0.033595509435543514,0.004101706017497667,0.0001814903548151888
PiE_third_shock,0.032182481196631696,0.0009889432688041573,0.008660027969774184,0.0002852229503132542
r,3.220380613014759,0.1019654438570322,0.35157125933761996,0.012244702230981702
dent,0.004152061737536284,0.0008973732781158799,0.004152038678185201,0.0008973732781158799
HJB_E,0.33593195845429297,0.011817819302628966,0.06738400274260588,0.0020414660612539195
HJB_H,0.8783021019031686,0.03995431600926208,0.07349460701149563,0.002186717172947628
kappa_min,0.06017843744933969,0.0015337579919126672,0.006455668191149047,0.00014274505441337756
