,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.888184535379597
5,logXiH,9.511955832705368
6,XiE,3.4094071277168565
7,XiH,1.8465567983054683
8,kappa,0.2730207871705602
9,q,0.1710088334337667
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.04873823409391081
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2486578202923586
17,sigmaW,0.05713138086109974
18,sigmaQ,0.1352372058163297
19,sigmaR,0.1352372058163297
20,deltaE,0.9940418667900021
21,deltaH,0.19951669718187054
22,PiH,26.289678759531363
23,PiE,1.1642846768224184
24,betaE,5.144269443298682
25,betaH,0.27955116940799474
26,muW,0.7488608981552958
27,muQ,13.630735332114588
28,r,13.615306445233296
29,dent,0.00012389416731243026
30,Fe,16.21575379559714
31,firstCoefsE,0.7488608981552958
32,secondCoefsE,0.0013820518050100383
33,Fh,47.092697812626454
34,firstCoefsH,0.2495709033525085
35,secondCoefsH,0.0013820518050100383
36,HJB_E,6.1696307035795135
37,HJB_H,7.5060186606922015
38,kappa_min,0.015837283893216328
