,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,13.193709527592103
5,logXiH,22.974688833413637
6,XiE,3.6839698095263165
7,XiH,2.4390070458407664
8,kappa,0.05860649819029071
9,q,0.0076443258509077084
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.002073155262723325
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.3049124625113668
17,sigmaW,0.05415168207371367
18,sigmaQ,0.14229811207721146
19,sigmaR,0.14229811207721146
20,deltaE,0.9728717394844555
21,deltaH,0.1945968101099451
22,PiH,25.64881957794783
23,PiE,1.2631803209988277
24,betaE,1.8096051530048243
25,betaH,0.06333801516474111
26,muW,0.7582301369197189
27,muQ,15.491217144333673
28,r,15.462293993667334
29,dent,0.0017394785062437097
30,Fe,17.754301655977336
31,firstCoefsE,0.758230136919719
32,secondCoefsE,0.0012236904008267092
33,Fh,42.17464132752376
34,firstCoefsH,0.26041986110402826
35,secondCoefsH,0.0012236904008267092
36,HJB_E,14.717426920100314
37,HJB_H,16.707266405481263
38,kappa_min,0.017687844362636856
