,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,0.22874603831196172
5,logXiH,0.2687957927392613
6,XiE,0.0016906960801149275
7,XiH,0.0018949083129368462
8,kappa,22.424126086735452
9,q,0.12150083372781388
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.0584149809348789
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.9204491773342934
18,sigmaQ,0.036251561342336834
19,sigmaR,0.03625156134233683
20,deltaE,0.5674281024271057
21,deltaH,0.5676834456562736
22,PiH,1.7743659919978982
23,PiE,4.3561751357652305
24,betaE,105.5273232458276
25,betaH,43.61142227393997
26,muW,0.0786054776829689
27,muQ,5.13191613375806
28,r,5.343927709228041
29,dent,0.025510620741002042
30,Fe,4.933431595431441
31,firstCoefsE,0.07860547768296902
32,secondCoefsE,0.012087469909667506
33,Fh,5.49940987324432
34,firstCoefsH,0.07860547768296902
35,secondCoefsH,0.012087469909667506
36,HJB_E,0.03366249157626615
37,HJB_H,1.5078476386296276
38,kappa_min,0.07170243122122534
