,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,14.048998956100638
5,logXiH,12.697587634543135
6,XiE,3.6001772979741253
7,XiH,1.8297337178735855
8,kappa,2.7061436716571015
9,q,1.0461701303081594
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.3063520436537874
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2659069138561394
17,sigmaW,0.34180321718098217
18,sigmaQ,2.5450675565204093
19,sigmaR,2.5450675565204093
20,deltaE,20.847132092735375
21,deltaH,4.170458494015001
22,PiH,23.77823201011119
23,PiE,32.149617532935764
24,betaE,53.883868357672185
25,betaH,2.7338678701479107
26,muW,3.1864111538104405
27,muQ,31.4250764999595
28,r,28.26390491695393
29,dent,0.00431273519628809
30,Fe,180.55515461866503
31,firstCoefsE,3.1864111538104405
32,secondCoefsE,0.01486295735174741
33,Fh,39.48834172403818
34,firstCoefsH,2.898657217304721
35,secondCoefsH,0.01486295735174741
36,HJB_E,94.346133337798
37,HJB_H,14.615544706845634
38,kappa_min,0.20660766452445764
