,Two norm,Sup Norm,Interior Two Norm,Interior Sup Norm
W,0.0,0.0,0.0,0.0
Z,0.0,0.0,0.0,0.0
V,0.0,0.0,0.0,0.0
Vtilde,0.0,0.0,0.0,0.0
logXiE,11.263155235327636,0.2906305055156997,4.366627677020253,0.03691529843473029
logXiH,8.202455730218032,0.26125919351171745,2.440476857354352,0.027102171578846868
XiE,3.593159921439424,0.14883948692442606,0.2970517396545897,0.005814768257113884
XiH,2.6546550369142285,0.13755286847623394,0.14511132310158406,0.0027253667620885796
kappa,0.058229546909658744,0.009309884781403932,0.0021531578105886905,0.0003720630709614925
q,0.570521894525931,0.006501483689472787,0.43972423622516144,0.003655641274792343
chi,4.0100039700654575,0.17504401513043455,0.32926197005713004,0.01127347511787602
sigmaR_first_shock,0.7665168219196561,0.0789133189761669,0.020473241006335883,0.00031607851085685423
sigmaR_second_shock,0.13262680013550093,0.009175006225787341,0.019733597098011993,0.0002369852715419004
sigmaR_third_shock,0.11330102022563782,0.030242145720911134,0.007995081673092996,0.0006675751354223481
PiH_first_shock,49.4247468866289,2.824556347872564,3.0984585157495133,0.1290804104991774
PiH_second_shock,7.55365080598033,0.45108575281011865,1.6819513442885081,0.024101624381631215
PiH_third_shock,1.5280548922925736,0.18448834731978664,0.742414142225568,0.01451377325363021
PiE_first_shock,10.106775021631977,1.1547454627266314,0.12744392715258737,0.0030233735255736777
PiE_second_shock,1.695855172590178,0.13475583383211528,0.08625380384014056,0.0010246829316784903
PiE_third_shock,1.615601802900321,0.43944889197584625,0.025672907947768855,0.0013097272401709475
r,36.90660936914404,1.960423846081727,0.11061035614957856,0.009108941550421454
dent,0.00307596397895019,0.0003672661309047521,0.0030759501218769994,0.0003672661309047521
HJB_E,9.047241730360284,1.156274345243015,0.49453066868725865,0.01872872056848221
HJB_H,4.992196111859478,0.55412804060434,0.6053658626361749,0.025932499104481026
kappa_min,0.011692504295843217,0.0009505555227797098,0.0030154395950456824,0.00022059002341586614
